cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial
60039104,0001,31,1,,08,20120531,01,,,19890215,1412601,1412603,AVENIDA,GENERAL OLIMPIO DA SILVEIRA,394,"SUB-SOLO, SALA 02",SANTA CECILIA,01150001,SP,7107,,,,,,,,,
60039112,0002,69,2,,08,20090429,01,,,19941019,1412601,1412603,RUA,ANHAIA,231,,BOM RETIRO,01130000,SP,7107,,,,,,,,,
60039112,0001,88,1,,08,20090429,01,,,19890213,1412601,1412603,RUA,DA GRACA,354,"""""""A"""" FUNDOS""",BOM RETIRO,01125000,SP,7107,,,,,,,,,
60039120,0001,24,1,,08,20000630,02,,,19890215,4930201,,RUA,SAO BENTO,329,11 ANDAR SALA 119,CENTRO,01011100,SP,7107,,,,,,,maringa@osite.com.br,,
60039120,0002,05,2,,08,20000630,02,,,19890407,4930201,,RUA,UBERLANDIA,40,,SAO BENEDITO,38020280,MG,5401,,,,,,,,,
60039138,0001,26,1,,08,20081231,71,,,19890213,4649401,,RUA,GASTAO VIDIGAL,36,,VILA ENGENHO NOVO,06415210,SP,6213,,,,,,,,,
60039146,0001,72,1,,02,20050611,00,,,19890213,4672900,,RUA,PRUDENTE DE MORAES,43,,VILA ARGOS NOVA,13201004,SP,6619,11,45213100,,,,,heldcamp@terra.com.br,,
60039153,0001,74,1,,08,19911024,01,,,19890213,4781400,,RUA,MANOEL LOPES DE CAMPOS,160,FUNDOS,CENTRO,19807155,SP,6179,,,,,,,,,
60039161,0001,10,1,,08,20081231,71,,,19890213,4530701,,RUA,HIROSHIMA,248,,JARDIM JAPAO,02131040,SP,7107,,,,,,,,,
60039179,0001,12,1,FABRICA DE CULTIVADORES CAFELANDIA,08,20081231,71,,,19890213,2829199,"2825900,3321000",AVENIDA,GETULIO VARGAS,286,,JARDIM ALVORADA,16500000,SP,6277,,,,,,,,,
60039187,0001,69,1,,08,20081231,71,,,19890214,4754701,,RUA,CRISPIM DO AMARAL,75,,PERUS,05207180,SP,7107,,,,,,,,,
60039195,0001,05,1,,08,20081231,71,,,19890213,4649401,,RUA,GRAVATAI,200,SALA 06,JD SATELITE,12230340,SP,7099,,,,,,,,,
60039203,0001,13,1,,08,19950731,01,,,19890214,4761001,,AVENIDA,PEDRO DE TOLEDO,1939,,PALMITAL,17509022,SP,6681,,,,,,,,,
60039211,0001,60,1,,08,20000317,01,,,19890213,3101200,,RUA,TALIM,109,,JD AEROPORTO,12231280,SP,7099,,,,,,,,,
60039229,0001,61,1,,02,20020302,00,,,19890214,4530703,,AVENIDA,JOAO PAULO II,30,,CENTRO,18681090,SP,6637,,,,,,,,,
60039237,0001,08,1,,02,20051103,00,,,19890213,8211300,,RUA,MANOEL DE CASTRO AFFONSO,266,,JARDIM PAGLIATO,18046142,SP,7145,15,30319609,,,,,CRISMELNIC@GMAIL.COM,,
60039245,0001,54,1,MADEIREIRA DOIS CORREGOS,08,20081231,71,,,19890214,4671100,,RUA,DES JOSE A PRADO FRAGA,429,,JD ESTADIO,17204170,SP,6607,,,,,,,,,
60039252,0001,56,1,,08,20081231,71,,,19890213,5611203,,RUA,ROCHA,9,,BELA VISTA,01330000,SP,7107,,,,,,,,,
60039260,0001,00,1,BAR DO TOTA,08,19921231,01,,,19890214,5611201,,RUA,INDEPENDENCIA,105,,VILA JACON,13480739,SP,6639,,,,,,,,,
60039278,0001,02,1,,08,20081231,71,,,19890213,8888888,,RUA,JADEL FRANCA,18,,CIDADE NAUTICA,11340340,SP,7121,,,,,,,,,
60039286,0001,40,1,FRUT LANCH,08,19920727,01,,,19890214,5611201,,RUA,DUQUE DE CAXIAS,528,,CENTRO,16700000,SP,6465,,,,,,,,,
60039294,0001,97,1,,08,20011022,01,,,19890213,4773300,,RUA,JOSE DE MAGALHAES,46,,VILA CLEMENTINO,04026090,SP,7107,,,,,,,,,
60039302,0001,03,1,,08,19970603,01,,,19890214,4722901,,RUA,JOSE ANDREOLLI,179,,CENTRO,13720000,SP,7095,,,,,,,,,
60039310,0001,41,1,,08,20081231,71,,,19890213,4744001,,RUA,SAO PAULO,1915,,CENTRO,14600000,SP,7089,,,,,,,,,
60039328,0001,43,1,,02,20051103,00,,,19890214,5611201,5611203,AVENIDA,ROQUE PETRONI JUNIOR,1089,LJ 46/L NIVEL LASER,MORUMBI,04707000,SP,7107,11,51806843,,,11,50823900,AMMRB@RESTAURANTEAMERICA.COM.BR,,
60039336,0001,90,1,GILMARE,04,20181228,63,,,19890213,4759899,"9529199,4781400,4789001",AVENIDA,PAULINO BRAGA,213,,APARECIDA,14882060,SP,6587,16,32024019,16,97857412,,,,,
60039344,0001,36,1,,08,19980731,01,,,19890214,4774100,,RUA,ALVARENGA,1882,,BUTANTA,05509004,SP,7107,,,,,,,,,
60039344,0003,06,2,,08,19980731,01,,,19900307,4511103,,RUA,ALVARENGA,1882,,BUTANTA,05509004,SP,7107,,,,,,,,,
60039344,0002,17,2,,08,19901010,01,,,19900307,4511103,,AVENIDA,REBOUCAS,2445,,PINHEIROS,08210040,SP,7107,,,,,,,,,
60039351,0001,38,1,,04,20181023,63,,,19890213,4744001,,ESTRADA,VELHA DE PERUS,88,,JARAGUA,05181000,SP,7107,,,,,,,,,
60039369,0001,30,1,,08,20100624,54,,,19890127,4753900,4759899,RUA,MINISTRO CARLOS MAXIMILIANO,486,,JARDIM MARINGA,03523010,SP,7107,,,,,,,,,
60039377,0001,86,1,,08,20080410,01,,,19890214,2733300,,AVENIDA,SALGADO FILHO,1012,,JD SANTA MENA,07115000,SP,6477,,,,,,,,,
60039385,0001,22,1,,02,20230101,00,,,19890215,4754701,,RUA,JULIO MACEDO,188,,JD SANTA MARIA,03576190,SP,7107,11,23858828,11,23858831,,,FELIXCONTABIL@GMAIL.COM,,
60039393,0001,79,1,,08,20081231,71,,,19890214,5611203,,RUA,CARLOS AUGUSTO CARTEIRO,121,,VILA DAS MERCES,04165020,SP,7107,,,,,,,,,
60039401,0001,87,1,XYLEM BRASIL,02,20051103,00,,,19890215,2812700,"2813500,2822402,3312102,3314702,3321000,4669999,7120100,7739099",RUA,TELMO COELHO FILHO,40,,VILA ALBANO,05543020,SP,7107,,,,,,,MARIO.RAMACCIOTTI@XYLEMINC.COM,,
60039401,0002,68,2,,02,20051103,00,,,19991221,2852600,"2854200,3321000",RUA,LEOPOLDINA REGO,198,SALA 302,RAMOS,21021520,RJ,6001,,,,,,,,,
60039401,0003,49,2,XYLEM BRASIL SOLUCOES PARA AGUA,02,0,00,,,20050425,4669999,"7739099,3314702,3321000,3312102",RODOVIA,ANEL RODOVIARIO CELSO MELLO AZEVEDO,3713,GALPAOXLN 10,BONSUCESSO (BARREIRO),30622213,MG,4123,31,32358700,,,,,BUROCRATICO@CONTABILIDADELTDA.COM.BR,,
60039401,0005,00,2,,08,20160927,01,,,20110816,2812700,"7739099,2813500,3321000,3312102,3314702",RUA,FILOMENA NUNES,304,,OLARIA,21021380,RJ,6001,21,35509150,21,30509150,21,35509153,damianaalves@plbrasil.com.br,,
60039401,0004,20,2,ITT BRASIL DIVISAO INDUSTRIAL PROCESS,08,20110902,01,,,20101109,2812700,"2813500,3321000,3312102,3314702,7739099",RODOVIA,ITU-SALTO,S/N,"KM    40,4 (PARTE)",GUARAU,13324195,SP,7005,11,37320221,,,,,EDICLECIO.SANTOS@ITT.COM,,
60039401,0006,91,2,XYLEM BRASIL,02,20160115,00,,,20160115,4669999,"3312102,3314702,3321000,7739099",RUA,A 22,S/N,QUADRA74                  LOTE  08 09,RESIDENCIAL AMAZONIA,68515000,PA,0595,11,37320189,,,,,MARIO.RAMACCIOTTI@XYLEMINC.COM,,
60039419,0001,89,1,THELU BOUTIQUE,08,20081231,71,,,19890214,4781400,,RUA,OTAVIO NEBIAS,200,1 ANDAR CONJ 11,PARAISO,04002011,SP,7107,,,,,,,,,
60039427,0001,25,1,,08,20081231,71,,,19890215,4729601,,RUA,CAPITAO LUIZ BRANDAO,25,SALAS 1 E 2,VILA NERY,13568450,SP,7079,,,,,,,,,
60039435,0001,71,1,,04,20210305,63,,,19890214,5823900,,RUA,GUIMARAES PASSOS,133,ANDAR: 2� ANDAR;CONJUNTO: 05;,VILA MARIANA,04107030,SP,7107,11,30612333,,,11,30610113,MITICO@TUPI.COM.BR,,
60039443,0001,18,1,,04,20190109,63,,,19890215,4761001,,AVENIDA,BAHIA,133,,CJ H PEDRO DA SILVA,14815000,SP,6487,,,,,,,,,
60039450,0001,10,1,,02,20051103,00,,,19890214,2539001,,RUA,BENEDITO LEAL,222,,VILA SANTA TEREZA,03567060,SP,7107,,,,,,,,,
60039468,0001,11,1,,08,20081231,71,,,19890215,4689302,,RUA,RAIMUNDO CORREA,400,,JARDIM BELVAL,06420410,SP,6213,,,,,,,,,
60039476,0001,68,1,,08,19940818,01,,,19890214,4722901,,AVENIDA,GUAPIRA,1769,,TUCURUVI,02265002,SP,7107,,,,,,,,,
60039484,0001,04,1,MERCANTIL MINAS,04,20181023,63,,,19890215,4789007,,RUA,DURVAL JOSE DE BARROS,142,CASA 4,VILA MATILDE,03508010,SP,7107,,,,,,,,,
60039492,0001,50,1,,08,20081231,71,,,19890214,4744001,,RUA,MARIA ROSA CORREIA,19,,VILA ANTARTICA,11721070,SP,6921,,,,,,,,,
60039500,0001,69,1,,02,20051103,00,,,19890213,6810202,"8299799,6810201",PRA�A,OUVIDOR PACHECO E SILVA,102,ANDAR 7                   CONJ  71,CENTRO,01003010,SP,7107,11,50833594,,,11,39693594,assessoria-contabil@uol.com.br,,
60039500,0002,40,2,,08,20081003,54,,,19961128,4642701,,RUA,XV DE NOVEMBRO,100,,CENTRO,07010000,SP,6477,,,,,,,,,
60039518,0001,60,1,,04,20201103,63,,,19890214,4774100,,RUA,PIRAPORA,114,,IBIRAPUERA,04008060,SP,7107,,,,,,,,,
60039526,0001,07,1,,08,20120720,54,,,19890213,6311900,,RUA,MAZZINI,495,APTO 11,CAMBUCI,01528000,SP,7107,,,,,,,,,
60039534,0001,53,1,,04,20181023,63,,,19890214,4774100,,ALAMEDA,JAUAPERI,1201,,MOEMA,04523015,SP,7107,,,,,,,,,
60039542,0001,08,1,,08,20000217,01,,,19890215,4781400,,AVENIDA,TAMOIOS,1277,D,CENTRO,17601000,SP,7201,,,,,,,,,
60039559,0001,57,1,,08,20081231,71,,,19890214,4637101,,RUA,GUAIMBE,223,SALA 01,MOOCA,03118030,SP,7107,,,,,,,,,
60039567,0001,01,1,COPERE,08,20080616,01,,,19890215,0111301,,RUA,DR DERMIVAL FRANCESCHI,1156,,CENTRO,15370000,SP,6849,,,,,,,,,
60039575,0001,40,1,DEGUSTATUS,08,20081231,71,,,19890214,5612100,,PRACA,TULIPAS,50,,ALPHAVILLE,06407200,SP,6213,,,,,,,,,
60039583,0001,96,1,,08,19890331,01,,,19890215,8888888,,ALAMEDA,AUGUSTO SEVERO,1184,,VILA CAROL,18070275,SP,7145,,,,,,,,,
60039591,0001,32,1,,08,20081231,71,,,19890214,4711301,,RUA,SAO VITORIO,196,200,VILA NHOCUNE,03561000,SP,7107,,,,,,,,,
60039609,0001,04,1,,04,20181221,63,,,19890215,8888888,,AVENIDA,ANTONIO FREDERICO OZANA,890,,VILA RIO BRANCO,13219000,SP,6619,,,,,,,,,
60039617,0001,42,1,,08,20081231,71,,,19890213,4744001,,RUA,CTE TAYLOR,97,,YPIRANGA,04218000,SP,7107,,,,,,,,,
60039625,0001,99,1,,08,20171017,01,,,19890210,4530703,,RUA,DIADEMA,844,,PQ R FLAMINGO,15803175,SP,6323,,,,,,,,,
60039633,0001,35,1,,08,20080820,01,,,19890213,4729699,,AVENIDA,HIPODROMO,3-56,,J CAROLINA,17032620,SP,6219,,,,,,,,,
60039641,0001,81,1,,08,19901227,01,,,19890213,8888888,,RUA,D PEDRO I,630,,PARQUE INDUSTRIAL,15042102,SP,7097,,,,,,,,,
60039658,0001,39,1,,02,20051103,00,,,19890213,4120400,"4754701,4759801,4754703,4789003,4299501",RUA,BARAO DE JACEGUAI,509,SALA  134                 ANDAR 13,CENTRO,08730590,SP,6713,11,47965906,,,,,EDUARDOMIYATAKE@GMAIL.COM,,
60039666,0001,85,1,,08,20081231,71,,,19890214,4120400,4299501,RUA,JOSE BONIFACIO,335,,CENTRO,16010380,SP,6155,,,,,,,,,
60039666,0002,66,2,CAPEZAM,08,20081231,71,,,19970804,4120400,4299501,RUA,ESPIRITO SANTO,292,,JARDIM DOS ESTADOS,79020080,MS,9051,0067,3845730,,,067,721 2176,,,
60039674,0001,21,1,CASA DE CARNES STORONI,08,20081231,71,,,19890213,4722901,,RUA,CORONEL JUNQUEIRA,731,,CENTRO,14850000,SP,6919,,,,,,,,,
60039682,0001,78,1,CEVEPLAN-CENTRAL DE VENDAS PLANEJADAS,08,19940531,01,,,19890214,4712100,,RUA,RUBIAO JUNIOR,3226,,CENTRO,15010090,SP,7097,,,,,,,,,
60039690,0002,03,2,,02,20051103,00,,,19911108,4782201,,RUA,AMAZONAS,73,,CENTRO,14750000,SP,6891,,,,,,,,,
60039690,0001,14,1,LOJAS TRELICIA,02,20051103,00,,,19890213,4782201,,RUA,9 DE JULHO,713,,CENTRO,14840000,SP,6473,,,,,,,,,
60039708,0001,88,1,,08,20150209,73,,,19890214,1411801,"1411802,1412601",AVENIDA,JULIO BUONO,2019,,V.GUSTAVO,02201001,SP,7107,,,,,,,,,
60039716,0001,24,1,,08,20080708,54,,,19890210,4723700,,RUA,CESARIO VERDE,30,A,JARDIN JACIRA,06864110,SP,6545,,,,,,,,,
60039724,0001,70,1,,08,20050323,01,,,19890214,4753900,4759899,AVENIDA,C,664,,JARDIM BOA VISTA,14620000,SP,6787,,,,,,,,,
60039724,0002,51,2,,08,20050323,01,,,19960131,4753900,4759899,AVENIDA,F,650,,JD BOA VISTA,14620000,SP,6787,,,,,,,,,
60039732,0001,17,1,,02,20010805,00,,,19890213,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",RUA,AMANCIO BORBA,138,SALA 298,CENTRO,18245000,SP,2999,011,8873664,,,011,8873664,SANVILLE@NEWBIT.COM.BR,,
60039740,0001,63,1,,08,19910422,09,,,19890214,2399101,,RUA,GABRIEL DE LARA,202,,VILA CORDEIRO,04582050,SP,7107,,,,,,,,,
60039757,0001,10,1,,08,20081231,71,,,19890213,4637101,,AVENIDA,DOS REMEDIOS,1226,,VILA DOS REMEDIOS,05107000,SP,7107,,,,,,,,,
60039765,0001,67,1,,08,19920526,01,,,19890214,4530701,,RUA,DOS PATRIOTAS,1067,1073,IPIRANGA,04207030,SP,7107,,,,,,,,,
60039773,0001,03,1,,04,20190321,63,,,19890213,2740601,,RUA,OLGA BENARIO,305,,JD.TEREZA,02875070,SP,7107,,,,,,,,,
60039781,0001,50,1,,08,20081231,71,,,19890214,5611203,,RUA,CIDADE DE BAGDA,823,,VILA STA CATARINA,04377000,SP,7107,,,,,,,,,
60039799,0001,51,1,,08,20081231,71,,,19890213,4761001,,AVENIDA,GUAPIRA,1779,,JACANA,02265002,SP,7107,,,,,,,,,
60039807,0001,60,1,,04,20181023,63,,,19890214,4774100,,AVENIDA,JANDIRA,374,,MOEMA,04080002,SP,7107,,,,,,,,,
60039815,0001,06,1,,08,20081231,71,,,19890213,4774100,,RUA,SILVIO MANFREDI,40,,PRQ INDS CUMBICA,07241000,SP,6477,,,,,,,,,
60039823,0001,52,1,,04,20181023,63,,,19890214,4774100,,RUA,ZILDA,577,A,CASA VERDE,02545000,SP,7107,,,,,,,,,
60039831,0001,07,1,,08,19920930,01,,,19890213,4753900,4759899,RUA,MACEIO,758,,SAO FRANCISCO,15806090,SP,6323,,,,,,,,,
60039849,0001,09,1,,08,20081231,71,,,19890214,4754701,,AVENIDA,BRIGADEIRO FARIA LIMA,2924,,COCAIA,07130000,SP,6477,,,,,,,,,
60039856,0002,83,2,,08,19940331,01,,,19901015,8888888,,RUA,BRASILIA,80,,VILA APARECIDA,18401140,SP,6549,,,,,,,,,
60039856,0003,64,2,,08,19940331,01,,,19901015,8888888,,RUA,BRASILIA,05,,VILA APARECIDA,18401140,SP,6549,,,,,,,,,
60039856,0001,00,1,,08,20081231,71,,,19890215,4711301,,RUA,BELA VISTA,309,,VILA NOVA,18410040,SP,6549,,,,,,,,,
60039864,0001,49,1,ATELLIER CONFECCOES,08,19900531,01,,,19890215,4781400,,PRACA,ARLINDO FERNANDES,720,FUNDOS,JD SATELITE,12230491,SP,7099,,,,,,,,,
60039872,0001,95,1,,08,19960630,01,,,19890215,0119901,,AVENIDA,CAMPOS SALES,715,CONJ 607,CENTRO,13024500,SP,6291,,,,,,,,,
60039880,0001,31,1,,02,20051103,00,,,19890215,7810800,7830200,RUA,MAJOR CARLOS DELPRETE,678,SALA 1,CENTRO,09530000,SP,7077,,,,,,,,,
60039898,0001,33,1,,02,20220831,00,,,19890214,5250803,"5250804,5232000",RUA,MANOEL BUCHALLA,194,,SACOMA,04230030,SP,7107,11,43967158,,,,,,,
60039906,0001,41,1,,08,19971231,01,,,19890215,2592601,,RUA,JARAGUA,195,,BOM RETIRO,01129000,SP,7107,,,,,,,,,
60039914,0001,98,1,,02,20051103,00,,,19890215,4713004,,RUA,CAMPOS MELO,323,BAIXOS,MACUCO,11015013,SP,7071,,,,,,,,,
60039922,0001,34,1,,08,19930517,01,,,19890215,4712100,,RUA,DOS MANACAS,80,,JD.DAS BANDEIRAS,13050078,SP,6291,,,,,,,,,
60039930,0001,80,1,,08,20081231,71,,,19890214,4774100,,AVENIDA,PDE FRANCISCO COLTURATO,954,,SANTA ANGELINA,14801139,SP,6163,,,,,,,,,
60039948,0001,82,1,EXPRESS DOG LANCHES,04,20210312,63,,,19890215,5611203,,RUA,SAO BENTO,264,,CENTRO,01010000,SP,7107,,,,,,,,,
60039955,0001,84,1,SUPERMERCADO CORDENONSI,04,20190110,63,,,19890215,4711302,,RUA,PROFESSOR MIGUEL COUTO,110,,VILA CORDENONSI,13472450,SP,6131,19,34629044,,,19,34621705,ribeiro.contabil@terra.com.br,,
60039963,0001,20,1,VAREJAO DO PRODUTOR,04,20181218,63,,,19890215,4771701,,RUA,QUINTINO DE PAULA MAUDONET,289,CS-2,PARQUE TAQUARAL,13087610,SP,6291,019,32335220,,,019,32335220,,,
60039971,0001,77,1,TRES QUATRO FEIJAO NO PRATO,08,19911223,01,,,19890215,5611201,,RUA,RUI BARBOSA,383,,CENTRO,19010260,SP,6929,,,,,,,,,
60039989,0001,79,1,,08,20081231,71,,,19890214,1531901,1540800,AVENIDA,FRANCISCO D DOS SANTOS,1100,,JARDIM PAULISTANO,14402412,SP,6425,,,,,,,,,
60039997,0001,15,1,,08,20081231,71,,,19890215,3101200,,RUA,EVARISTO P ESCORSA,373,,VILA ANTONIETA,08210040,SP,7107,,,,,,,,,
60040003,0001,80,1,,08,20081231,71,,,19890214,1531901,1540800,RUA,TIRADENTES,1255,,CENTRO,14400550,SP,6425,,,,,,,,,
60040011,0001,27,1,,04,20181023,63,,,19890215,8130300,,AVENIDA,LAGOA MIRIM,75,,PONTE RASA,04921280,SP,7107,,,,,,,,,
60040029,0001,29,1,,08,20081231,71,,,19890214,1531901,1540800,RUA,PRIMO TASSO,1772,FUNDOS,VILA SANTA RITA,14403383,SP,6425,,,,,,,,,
60040037,0001,75,1,,08,19941130,01,,,19890216,5611203,,RUA,CEL LUIZ FERNANDO SILVA,136,,CENTRO,12180000,SP,6747,,,,,,,,,
60040045,0001,11,1,,04,20181220,63,,,19890214,2449199,2443100,RUA,ANTONIO LUIZ FERREIRA,360,,VL CARLINA,09370000,SP,6689,,,,,,,,,
60040052,0001,13,1,SUPER SETE-MINI MERCADO,08,20081231,71,,,19890216,4712100,,RUA,JOAO TOME DE SOUZA,203,,ALEM PONTE,18025250,SP,7145,,,,,,,,,
60040060,0002,40,2,,08,20020114,01,,,19931025,7490101,,RUA,PEDRO ALVARES CABRAL,108,SALA 2,STA TEREZINHA,09210780,SP,7057,,,,,,,,,
60040060,0001,60,1,,08,20190522,01,,,19890214,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",RUA,CEL. JOAO CASTANHO DE ALMEIDA,197,,VILA SANTA AURELIANA,18900000,SP,7029,14,3721858,,,14,3721858,escol@argon.com.br,,
60040078,0001,61,1,,08,20081231,71,,,19890216,4781400,,RUA,BENEDITO E DE CASTRO,S/N,Q 19 LOT 335,CENTRO,12180000,SP,6747,,,,,,,,,
60040086,0001,08,1,,08,20081231,71,,,19890214,4774100,,AVENIDA,SENADOR VERGUEIRO,4878,,RUDGE RAMOS,09750000,SP,7075,,,,,,,,,
60040094,0001,54,1,,08,19920708,01,,,19890214,5611203,,ESTRADA,DA LAGOA,281,,CENTRO,06675300,SP,6551,,,,,,,,,
60040102,0001,62,1,,08,20170829,01,,,19890214,4789099,,RUA,PADRE GEBARDO,300,,SANTA RITA,12570000,SP,6149,,,,,,,,,
60040110,0001,09,1,,08,20081231,71,,,19890214,5611203,,RUA,PDRE ARNALDO CAIAFFA,135,,VILA LIGIA,11420000,SP,6475,,,,,,,,,
60040128,0001,00,1,MERCEARIA SANTA GENEROSA,08,20120130,54,,,19890214,4712100,,RUA,FAUSTO LEX,117,,PIRITUBA,02976090,SP,7107,,,,,,,,,
60040136,0001,57,1,,08,20081231,71,,,19890214,4713004,,AVENIDA,PERSIO DE QUEIROS FILHO,914,A,CATIAPOA,11370300,SP,7121,,,,,,,,,
60040144,0001,01,1,,08,19960911,01,,,19890214,4755501,,AVENIDA,MAJOR ALFREDO C FONSECA,477,,CIDADE NOVA,13347460,SP,6511,,,,,,,,,
60040151,0001,03,1,LA COMTESSE BOUTIQUE,08,20081231,71,,,19890214,4781400,,RUA,MUNIZ DE SOUSA,795,,ACLIMACAO,01534001,SP,7107,,,,,,,,,
60040169,0001,05,1,,08,19921231,01,,,19890214,4774100,,RUA,SANTO AFONSO,497,,PONTE ALTA,12570000,SP,6149,,,,,,,,,
60040177,0001,43,1,SERGIO DA SILVA CATALOGOS,04,20181023,63,,,19890214,4761002,,RUA,FRANCISCO PEIXOTO BEZERRA,565,,VILA MEDEIROS,02222010,SP,7107,11,62026339,,,11,62026339,,,
60040185,0001,90,1,BAR E MERCEARIA LEVORIM,08,20081231,71,,,19890214,4712100,,RUA,CAFE FILHO,403,CASA,JD R.LEVORIM,07902180,SP,6427,,,,,,,,,
60040193,0001,36,1,CURT'S BAR E LANCHES,04,20181023,63,,,19890214,0322101,0321301,RUA,QUINTA DE MONSERRATE,15,,SAO MIGUEL PAULISTA,08010240,SP,7107,,,,,,,,,
60040201,0001,44,1,,08,20180831,01,,,19890214,4755502,,RUA,PREFEITO ANGELINO FALCI,35,1. ANDAR,CENTRO,18150000,SP,6495,,,,,,,,,
60040219,0001,46,1,LOJA SANTOS II,02,20051103,00,,,19890214,4782201,,PRACA,NOSSA SENHORA APARECIDA,150,B,CENTRO,12570000,SP,6149,12,31052743,,,012,31052746,,,
60040227,0001,92,1,,08,20150209,73,,,19890219,0322101,0321301,AVENIDA,GERALDO SANTOS,03,,CENTRO,06730000,SP,7273,,,,,,,,,
60040235,0001,39,1,BAR ELEFANTE,08,19900214,01,,,19890214,5611203,,RUA,DOIS,S/N,,JARDIM LEMOS,13530000,SP,6573,,,,,,,,,
60040243,0001,85,1,,08,20081231,71,,,19890214,4774100,,RODOVIA,PRES DUTRA,S/N,FAZ. S. JOSE KM 71,FAZENDA SAO JOSE,12570000,SP,6149,,,,,,,,,
60040250,0001,87,1,EMPORIO MARTINS,08,19901108,01,,,19890214,4712100,,AVENIDA,BARTOLOMEU O OLIVER,1425,,CENTRO,19360000,SP,7055,,,,,,,,,
60040268,0001,89,1,PROSERV PROJETOS E SERVICOS AUTONOMOS,08,20081231,71,,,19890214,4649401,,RUA,FORTALEZA,171,,CENTRO,07940050,SP,6427,,,,,,,,,
60040276,0001,25,1,,08,20220913,01,,,19890214,4729602,"4721103,4721104,4723700,4761002,4772500,4789001,4789002",AVENIDA,JUSCELINO KUBITSCHEK DE OLIVEIRA,701,LOJA  01,CAMPO DO GALVAO,12505300,SP,6469,12,31534026,,,,,,,
60040284,0001,71,1,HOTEL SANTO ANTONIO,08,20081231,71,,,19890214,5510801,,RUA,SANTOS DUMONT,67,,CENTRO,12570000,SP,6149,,,,,,,,,
60040292,0001,18,1,BAR SAO REGIS,08,19891231,01,,,19890214,5611203,,AVENIDA,ALVARO COELHO,411,,CENTRO,19430000,SP,6675,,,,,,,,,
60040300,0001,26,1,BAR E MERCEARIA BJ,08,20081231,71,,,19890219,4712100,,AVENIDA,CLORINDA B DE OLIVEIRA,746,CASA,JD NOSSA S APARECID,07985170,SP,6427,,,,,,,,,
60040318,0001,28,1,,08,19951230,01,,,19890214,4754701,,AVENIDA,VINTE E NOVE DE ABRIL,656,,CENTRO,13255300,SP,6569,,,,,,,,,
60040326,0001,74,1,,08,20081231,71,,,19890214,5611203,,RUA,RAFAEL LOPES,385,,JARDIM PEABIRU,18604690,SP,6249,,,,,,,,,
60040334,0001,10,1,,08,20081231,71,,,19890214,5611203,,RUA,FRANCISCO GONCALVES,79,LOT RAMOS,MOREIRA CESAR,12424130,SP,6861,,,,,,,,,
60040342,0001,67,1,LOJA IMACULADA CONCEICAO,08,20180612,01,,,19890214,4789099,,RUA,SANTOS DUMONT,81,,CENTRO,12570000,SP,6149,,,,,,,,,
60040359,0001,14,1,MODAS ANDREAZA,08,19891018,01,,,19890214,4781400,,RUA,CLAUDINO DA SILVA PINTO,385,,CENTRO,18570000,SP,6347,,,,,,,,,
60040367,0001,60,1,,08,20081231,71,,,19890214,4729601,,RUA,FERRAZ DE VASCONCELOS,58,,VILA BARTIRA,08577540,SP,6563,,,,,,,,,
60040375,0001,07,1,,08,20150209,73,,,19890214,4712100,,RUA,FRANCISCO MARIGO,1294,,JARDIM CRUZEIRO SUL,13572090,SP,7079,,,,,,,,,
60040383,0001,53,1,,08,19970214,09,,,19890214,8888888,,RUA,TANCREDO COSTA,131,,JD.JORGE ATALLA,17211460,SP,6607,,,,,,,,,
60040391,0001,08,1,CUNHA AGRO-RESINAGEM E SERVICOS,08,19920531,01,,,19890214,0210107,"0210108,0220901,0220902",PRACA,CEL ALCIDES MARIANO,158,,ITAPEUNA,11960000,SP,6397,,,,,,,,,
60040409,0001,63,1,PIZZARIA E LANCHONETE PALADAR,08,20081231,71,,,19890214,5611201,,AVENIDA,DR.RODOLPHO GUIMARAES,742,,CENTRO,17380000,SP,6259,,,,,,,,,
60040417,0001,00,1,,08,20081231,71,,,19890214,4774100,,RUA,ISABEL BASTOS,222,,ITAGACABA,12730290,SP,6369,,,,,,,,,
60040425,0001,56,1,ALOHA,08,20081231,71,,,19890214,4781400,,AVENIDA,SAO JOAO,553,,PONTE SAO JOAO,13216000,SP,6619,,,,,,,,,
60040433,0001,00,1,CALCADOS VIVIAN,08,20010816,01,,,19890214,4782201,,AVENIDA,MAJOR NOVAES,26,,CENTRO,12701330,SP,6369,,,,,,,,,
60040441,0001,49,1,VESTE BEM-CONFECCOES,08,19910605,01,,,19890214,1412601,1412603,RUA,CARDEAL LEME,445,,VILA VIRGINIA,14030270,SP,6969,,,,,,,,,
60040458,0001,04,1,CASA DE MOVEIS LOPES,08,20081231,71,,,19890214,4754701,,RUA,PERNAMBUCO,649,,CENTRO,15501095,SP,7245,,,,,,,,,
